"nameWithOwner","description","tag"
"AdamWilfred/How-to-create-an-interactive-ebook","I'd like to share my experience of using a free software to create ebooks, and describe the steps I followed to achieve that. One of the great things about this software is the ability to add interactive objects inside your ebook. Although it's a free software, no ads appear in your ebook, and you can actually replace the Kotobee logo with your own! The software I'm using to create ebooks is called Kotobee Author. Hope you enjoy this tutorial.  [IMG]https://www.kotobee.com/img/media/tutorials/basic/author.gif[/IMG]  [B]How to create an interactive ebook[/B]  Download [URL=""https://www.kotobee.com/""]Kotobee Author[/URL] from their website's [URL=""https://www.kotobee.com/pricing""]Downloads & Pricing[/URL] page here: [URL=""www.kotobee.com/pricing""]www.kotobee.com/pricing[/URL]. Choose your operating system: Windows 32-bit, 64-bit, or Mac OS. The download will start immediately.  [IMG]https://www.kotobee.com/img/media/tutorials/basic/create-ebook-a.jpg[/IMG]   Run the installer and follow the instructions as needed.   [IMG]https://www.kotobee.com/img/media/tutorials/basic/create-ebook-b.jpg[/IMG]   To start creating ebooks, open [URL=""https://www.kotobee.com/""]Kotobee Autho[/URL]r. Note it may take a while to open at the first run. You will see an editor similar to Microsoft Word where you can start writing the content of your book, using standard text formatting tools.  [IMG]https://www.kotobee.com/img/media/tutorials/basic/create-ebook-1.jpg[/IMG]   There is an initial chapter created for you by default but you can add more chapters anytime. You can also add subchapters to any chapter by clicking on the + button next to it.  [IMG]https://www.kotobee.com/img/media/tutorials/basic/create-ebook-2.jpg[/IMG]  Once you've entered a substantial amount of text, it's time to add some images. Drag and drop images into the editor, or add them using the Image tool from the toolbox on the right. A popup will appear giving you several options to choose from (i.e. dimensions, text-wrapping, etc).  [IMG]https://www.kotobee.com/img/media/tutorials/basic/create-ebook-3.jpg[/IMG]   I won't go into all the details, but I'd like to particularly mention the animation options. Below the Animation on click label, you will be able to choose the kind of animation that happens once the user clicks on the image. You can make the image wiggle, jump, or scale in and out. You can also make the image open in a popup window once clicked. Simple to create, and appealing to the user.  Since you're working inside the editor, interactive components won't display their interaction. You need to go into preview mode to do that. Click on Preview Mode at the bottom right.  Post title: How to create an interactive ebook User name: Adam  Forum categories:  Forums related to ebooks, digital publishing, education technology.   The forums should equally fall within all categories   [IMG]https://www.kotobee.com/img/media/tutorials/basic/create-ebook-4.jpg[/IMG]   Click on the image and see the image animating as you specified.   [IMG]https://www.kotobee.com/img/media/tutorials/basic/create-ebook-15.jpg[/IMG]   As another example, let's add a YouTube video. Click on the Video tool button. Paste the URL of the YouTube video, and click on Create. It's as simple as that! Enter preview mode to see the video in action.   [IMG]https://www.kotobee.com/img/media/tutorials/basic/create-ebook-6.jpg[/IMG]   One of the impressive things worth looking into are ebook widgets. They are like mini-apps you put inside your ebook, that open in a popup once clicked by your users. There are like thousands of widgets available online for download (free and commercial). Two popular widget providers I like are www.bookry.com and www.bookwidgets.com. Sign up for a free account, and download any of their free widgets.   [IMG]https://www.kotobee.com/img/media/tutorials/basic/bookry.png[/IMG]   [IMG]https://www.kotobee.com/img/media/tutorials/basic/bookwidgets.png[/IMG]   The widget file is basically a zip file format. Click on the Widget tool button and browse to the widget file. Enter preview mode again, and check out the widget in action. This is an example of a calculator widget:   [IMG]https://www.kotobee.com/img/media/tutorials/basic/create-ebook-7.jpg[/IMG]   Now that the ebook has enough content, it's time to export it. But before doing that, let's customize the interface, and choose the components we'd like available in the ebook. Click on the Customize tab at the top. From the left panel, you have many design options to choose from. You can add your own logo, startup image, header colors, and endless other options.   [IMG]https://www.kotobee.com/img/media/tutorials/basic/create-ebook-8.jpg[/IMG]   You can also choose the components you'd like in your ebook, such as search, google lookup, text-to-speech, and others. You can also specify the default language for the interface.   [IMG]https://www.kotobee.com/img/media/tutorials/basic/create-ebook-9.jpg[/IMG]   Now's a good time to preview your entire ebook. You can preview it on different devices (e.g. iPad, iPhone, Samsung Galaxy Tab, Nexus, etc). The different devices are available from the Platform list. Click on the Components tab.  Now to publish your ebook. Click the Export tab. You'll find a list of different export formats that are supported, such as web apps (HTML5), desktop apps (Windows and Mac), Android apps, iOS apps (iPad & iPhone), LMS SCORM components, etc.   [IMG]https://www.kotobee.com/img/media/tutorials/basic/create-ebook-10.jpg[/IMG]   I'm assuming that you're interested in publishing a web app of your ebook, and hosting it on a server via FTP. Click on Export Web Applications, and then on Enter serial number... The login dialog box will appear.   [IMG]https://www.kotobee.com/img/media/tutorials/basic/create-ebook-11.jpg[/IMG]   Click on Register a free serial number. You will be required to fill a registration form. A free serial number will be emailed to you. Simply enter it into the same dialog box, and you will be able to export the Web app.   [IMG]https://www.kotobee.com/img/media/tutorials/basic/create-ebook-13.jpg[/IMG]   Select the destination folder to save the files. If you enter the folder, you will find that they contain various HTML, JS, and CSS files.   [IMG]https://www.kotobee.com/img/media/tutorials/basic/create-ebook-14.jpg[/IMG]   Upload these files to your server and simply enter the URL in the browser to see your ebook in action.   [IMG]https://www.kotobee.com/img/media/tutorials/basic/create-ebook-12.jpg[/IMG]   [B]Hope you found that easy![/B]   There's an online user guide available for Kotobee Author that can guide you step by step: http://support.kotobee.com.  Let me know if that tutorial was useful for you!  [B] Hope you found that easy![/B]  There's an online user guide available for [URL=""https://www.kotobee.com/products/author""]Kotobee Author[/URL] that can guide you step by step: [URL=""http://support.kotobee.com""]http://support.kotobee.com[/URL].  Let me know if that tutorial was useful for you!","[""youtube"",""ios"",""android"",""text"",""file"",""video"",""image"",""animation"",""widget"",""dialog"",""publish"",""button"",""css"",""editor"",""post"",""url"",""popup"",""web"",""server"",""replace"",""ads"",""drag-and-drop"",""upload"",""header"",""list"",""share"",""time"",""window"",""download"",""display"",""zip"",""browser"",""windows"",""default"",""preview"",""hosting"",""this"",""select"",""samsung-galaxy"",""click"",""save"",""scale"",""startup"",""put"",""categories"",""export"",""drag"",""add"",""components"",""registration"",""platform"",""calculator"",""go"",""desktop"",""formatting"",""google"",""app"",""simple"",""to-do"",""popup-window"",""microsoft"",""language"",""apps"",""mac"",""images"",""login"",""design"",""samsung"",""education"",""endless"",""tool"",""tutorial"",""page"",""guide"",""drop"",""free"",""installer"",""tab"",""example"",""widgets"",""web-app"",""content"",""toolbox"",""customize"",""browse"",""check"",""sign"",""dialog-box"",""files"",""find"",""ebook"",""forum"",""number"",""mention"",""first"",""galaxy"",""serial"",""note"",""publishing"",""open"",""about"",""for"",""sign-up"",""objects"",""digital"",""step"",""can"",""it"",""bottom"",""working"",""standard"",""with"",""in"",""like"",""software"",""online"",""register"",""options"",""ebooks"",""box"",""user"",""steps"",""folder"",""devices"",""free-software"",""from"",""word"",""the"",""as"",""should"",""fill"",""make"",""instructions"",""interactive"",""take"",""similar"",""to"",""one"",""fall"",""no"",""on"",""logo"",""using"",""next"",""a"",""me"",""how"",""how-to"",""login-dialog"",""popular"",""good"",""create"",""now"",""adam"",""and"",""an"",""forums"",""some"",""things"",""choose"",""able"",""mode"",""mini-apps"",""will"",""follow"",""start"",""do"",""user-guide"",""once"",""left"",""appear"",""i"",""lms"",""other"",""different"",""any"",""text-formatting"",""two"",""then""]"
"kpwn/iOSRE","iOS Reverse Engineering","[""ios"",""reverse-engineering"",""reverse"",""engineering"",""ios-reverse""]"
"vigneshuvi/iOS-Signature-Capture","iOS-Signature-Capture is helps to capture the user signature with name and signed date in iOS and supports both Objective-c and Swift languages.","[""objective-c"",""swift"",""ios"",""date"",""signed"",""signature"",""capture"",""with"",""in"",""user"",""name"",""the"",""to"",""helps"",""and"",""ios-signature-capture"",""user-signature""]"
"isonic1/appium-mobile-grid","Appium Mobile Grid Example for iOS, Android and More","[""android"",""appium"",""mobile"",""grid"",""example"",""for"",""and""]"
"Rightpoint/RIGImageGallery","An image gallery view controller designed to work with the Raizlabs Interface Guidelines for iOS","[""ios"",""image"",""interface"",""gallery"",""view"",""controller"",""image-gallery"",""for"",""guidelines"",""with"",""the"",""work"",""to"",""an"",""view-controller""]"
"BlinkID/blinkid-xamarin","ID scanning SDK, wrapped for cross-platform apps built with Xamarin.","[""scanning"",""cross-platform"",""apps"",""id-scanning"",""for"",""with"",""id""]"
"holgerkrupp/onetrickpony","Single Purpose Podcast App for iOS - written in swift","[""swift"",""ios"",""app"",""podcast"",""for"",""in"",""single""]"
"tkycule/app_parser","Analysis tool for iOS ipa and Android apk.","[""ios"",""android"",""ipa"",""tool"",""analysis"",""for"",""and""]"
"DGh0st/Tweety","A simple twitter client","[""twitter"",""client"",""simple"",""twitter-client"",""a""]"
"fewlaps/CreditsKit","A simple way to list third-party licenses in your iOS apps","[""ios"",""list"",""simple"",""apps"",""licenses"",""in"",""to"",""a"",""third-party""]"
"Toolwatchapp/tw-mobile","Measure the accuracy of your mechanical watch for free. See how it compares versus other watches. ","[""watch"",""measure"",""accuracy"",""for"",""it"",""the"",""how"",""other""]"
"leithdm/flickr","iOS template for downloading Flickr gallery images. App parses JSON requested to Flickr RESTful API","[""json"",""ios"",""api"",""gallery"",""flickr"",""app"",""template"",""restful"",""for"",""restful-api"",""to""]"
"C0smos/ikettle-brute-forcer","A quick python script to brute force the ikettle PINs when configured from an Apple IOS Device","[""ios"",""python"",""device"",""script"",""apple"",""python-script"",""quick"",""from"",""the"",""brute-force"",""to"",""pins"",""a"",""force"",""an"",""ios-device""]"
"openid/AppAuth-iOS","iOS and macOS SDK for communicating with OAuth 2.0 and OpenID Connect providers.","[""sdk"",""ios"",""macos"",""oauth"",""oauth-2.0"",""connect"",""openid-connect"",""for"",""openid"",""with"",""and""]"
"GeniusBrother/HZExtend","A useful collection of iOS components.","[""ios"",""collection"",""a""]"
"krimpedance/KRProgressHUD","A beautiful and easy-to-use progress HUD for your iOS.","[""progress"",""easy-to-use"",""hud"",""for"",""beautiful"",""progress-hud"",""a"",""and""]"
"igongora/UIDropDown","An elegant dropdown for iOS written in Swift.","[""ios"",""dropdown"",""for"",""elegant"",""in"",""an""]"
"itsmeichigo/PeekView","PeekView supports peek, pop and preview actions for iOS devices without 3D Touch capibility","[""ios"",""touch"",""3d"",""preview"",""3d-touch"",""ios-devices"",""for"",""actions"",""devices"",""pop"",""and"",""without""]"
"jlandon/Alexandria","A library of Swift extensions to turbocharge your iOS development.","[""swift"",""ios"",""swift-extensions"",""library"",""extensions"",""to"",""a""]"
"kaushikdas0/flat-cards-layout-ios","Cards like layout with horizontal scroll.","[""layout"",""cards"",""horizontal"",""with"",""like""]"
"oturra/ios-switcher","Switcher like iOS switch button in pure CSS.","[""ios"",""button"",""switcher"",""switch"",""in"",""like"",""switch-button"",""ios-switch""]"
"owncloud/branded_clients","Manuals for building branded iOS, Android, and desktop sync clients","[""desktop"",""sync"",""for"",""building"",""and"",""clients""]"
"octanner/ios-network-stack","The base network stack for OC Tanner iOS apps","[""ios"",""stack"",""apps"",""network"",""base"",""for"",""the"",""oc""]"
"yourkarma/Notify","Our notification presentation library for iOS","[""ios"",""library"",""notification"",""for"",""presentation""]"
"ideafamily/Emonar","A real time audio emotion analystics iOS app","[""ios"",""audio"",""time"",""real-time"",""app"",""ios-app"",""emotion"",""a"",""real"",""real-time-audio""]"
"timdonnelly/Advance","Physics-based animations for iOS, tvOS, and macOS.","[""animations"",""for"",""physics-based"",""and""]"
"Karumi/KataTODOApiClientIOS","TODO API Client Kata for iOS Developers. The main goal is to practice integration testing using Nocilla and Nimble.","[""ios"",""api"",""testing"",""integration"",""client"",""integration-testing"",""api-client"",""practice"",""todo"",""kata"",""for"",""the"",""to"",""main"",""using"",""and"",""goal""]"
"CocoaHeadsBrasil/equinociOS","O blog oficial do equinociOS","[""blog"",""do""]"
"recruit-mp/ABKit","AB testing framework for iOS","[""ios"",""testing"",""framework"",""ab-testing"",""for"",""testing-framework""]"
"nashvail/SplashWalls","iOS Wallpaper downloading app created in React Native.","[""ios"",""wallpaper"",""app"",""react"",""in""]"
"angeldev/iOSDev","Samples of code creating interesting features in iOS.","[""samples"",""in"",""features"",""code"",""interesting""]"
"chublix/CustomImagePicker-Example","iOS image picker example based on PHImageManager","[""ios"",""image"",""picker"",""example"",""image-picker"",""based"",""on""]"
"mergesort/Communicado","A simpler way to share on iOS.","[""share"",""to"",""on"",""a""]"
"RF-Nelson/open-source-selfie-stick","An open source iOS app that lets you use one device as a camera and another as a remote control for the camera","[""ios"",""camera"",""open-source"",""device"",""app"",""ios-app"",""remote"",""remote-control"",""control"",""open"",""source"",""for"",""the"",""as"",""one"",""a"",""and"",""an""]"
"AntonTheDev/FlightAnimator","Advanced Natural Motion Animations, Simple Blocks Based Syntax","[""syntax"",""motion"",""simple"",""advanced"",""based"",""blocks""]"
"peterfennema/AmazonSwiftStarter","A demo app for iOS developers who are considering to use Amazon Web Services (AWS) as a backend. The app is written in Swift and uses the AWS iOS SDK. ","[""swift"",""ios"",""web"",""amazon-web-services"",""web-services"",""amazon"",""app"",""demo"",""aws"",""demo-app"",""for"",""in"",""developers"",""services"",""the"",""as"",""to"",""a"",""and""]"
"TheDarkCode/Example-Swift-Apps","Collection of example applications written in Swift for iOS 9.x","[""swift"",""ios"",""example"",""for"",""collection"",""in"",""applications""]"
"ZNS/EliteCompanionAPI","C# library for accessing the Elite Dangerous Companion API for iOS.","[""api"",""c#"",""library"",""companion"",""for"",""the""]"
"purelyswift/todolist","iOS Swift: Building a To-Do List Programmatically ","[""ios"",""list"",""programmatically"",""to-do"",""building"",""a""]"
"allbto/iOS-DynamicRegistration","[2016] [Example App] Simple registration app using MVVM with PromiseKit, Swiftility and its Dynamics","[""mvvm"",""registration"",""app"",""simple"",""with"",""its"",""using"",""and""]"
"nodekit-io/nodekit-darwin","{NK} NodeKit is the universal, open-source, embedded engine that provides a full ES5 / Node.js instance inside desktop and mobile applications for macOS, iOS, Android, and Windows. [Swift 2.3 Darwin]","[""mobile"",""node.js"",""instance"",""embedded"",""desktop"",""engine"",""for"",""the"",""applications"",""a"",""and"",""nodekit"",""full""]"
"pivotal-legacy/Movies","A simple Swift iOS app with networking and tests","[""swift"",""ios"",""networking"",""app"",""simple"",""tests"",""ios-app"",""with"",""a"",""and"",""swift-ios""]"
"nodekit-io/nodekit-windows","{NK} NodeKit is the universal, open-source, embedded engine that provides a full ES5 / Node.js instance inside desktop and mobile applications for OS X, iOS, Android, and Windows.  [C# Windows]","[""mobile"",""node.js"",""instance"",""embedded"",""desktop"",""engine"",""os"",""for"",""the"",""applications"",""a"",""and"",""nodekit"",""full""]"
"Stephen-He-Sydney/MobileDemo1","This is the iOS app for online-shopping store demo in objective c programming.","[""objective-c"",""ios"",""c"",""this"",""store"",""app"",""demo"",""ios-app"",""for"",""in"",""the"",""objective""]"
"amiturgman/parse-to-anh","Node.js module and tool to migrate android and ios users from parse to Azure Notification Hubs","[""ios"",""android"",""azure"",""node.js"",""module"",""tool"",""parse"",""notification"",""from"",""to"",""users"",""and"",""migrate"",""azure-notification-hubs""]"
"inloop/INLConfig","An iOS library for loading your configuration from a plist that supports automatic code generation for supporting code and remote updates","[""ios"",""configuration"",""loading"",""updates"",""plist"",""library"",""ios-library"",""remote"",""for"",""code-generation"",""code"",""from"",""automatic"",""generation"",""a"",""and"",""an""]"
"argent-os/argent-ios","Argent for iOS","[""ios"",""for""]"
"SrinivasanTarget/AppiumIOSParallel","A POC to execute Appium scripts parallely on iOS devices","[""ios"",""appium"",""scripts"",""poc"",""ios-devices"",""devices"",""to"",""on"",""execute"",""a""]"
"tovganesh/bleprinter-ios","An example for printing on a white label bluetooth thermal printer on iOS","[""ios"",""bluetooth"",""printing"",""label"",""thermal-printer"",""example"",""printer"",""for"",""thermal"",""on"",""a"",""an""]"
"minhcasi/WooCommerceSDK","WooCommerce SDK for iOS, OS X, tvOS and watchOS, written purely in Swift.","[""sdk"",""tvos"",""woocommerce"",""os"",""for"",""in"",""and""]"
"apatronl/Left","🍴 Left is an iOS app that lets you search for recipes that use the ingredients you have ""left.""","[""ios"",""search"",""app"",""ios-app"",""recipes"",""for"",""ingredients"",""the"",""an"",""left""]"
"grapefrukt/extension-ios-audio","An OpenFL extension that enables setting the iOS audio session as ""ambient"" to allow playback of external audio while playing a game.","[""ios"",""audio"",""playback"",""external"",""session"",""setting"",""extension"",""the"",""as"",""to"",""a"",""openfl"",""an"",""allow""]"
