"nameWithOwner","description","tag"
"GCX-HCI/grandcentrix-AndroidCodeStyle","Android code style settings for Android Studio at grandcentrix","[""android"",""android-studio"",""settings"",""code-style"",""code"",""style""]"
"oguzbilgener/CircularFloatingActionMenu","an animated circular menu for Android","[""android"",""menu""]"
"wangjiegulu/androidInject","[DEPRECATED]使用注解来简化android开发, Use annotations inject to simplify the development of android","[""android"",""annotations"",""development""]"
"tsy12321/PayAndroid","Android端对微信App支付和支付宝App支付的SDK进行二次封装，对外提供一个较为简单的接口和支付结果回调","[]"
"loonggg/Android-AlarmManagerClock","设置闹钟的一个封装的比较全面的demo","[]"
"saiwu-bigkoo/Android-SVProgressHUD","SVProgressHUD For Android","[""android"",""svprogresshud""]"
"DesignativeDave/androrat","Remote Administration Tool for Android devices","[""android""]"
"MasayukiSuda/Mp4Composer-android","This library generate an Mp4 movie using Android MediaCodec API and apply filter, scale, trim, transcode, crop, timeScale, mute and rotate Mp4.","[""android"",""api"",""android-mediacodec"",""this"",""mp4"",""library"",""movie"",""mediacodec""]"
"amitshekhariitbhu/awesome-android-things","A curated list of awesome android things tutorials, libraries and much more at one place","[""android"",""list"",""libraries"",""android-things"",""awesome"",""curated-list""]"
"desmond1121/Android-Ptr-Comparison","Performance comparison of android ""pull to refresh"" repos in github.","[""android"",""performance""]"
"81813780/AVLoadingIndicatorView","DEPRECATED","[""deprecated""]"
"haodynasty/AndroidBleManager","android BLE device scan and connect manager","[""android"",""device"",""connect"",""android-ble"",""ble""]"
"MindorksOpenSource/android-kotlin-mvp-architecture","This repository contains a detailed sample app that implements MVP architecture in Kotlin using Dagger2, Room, RxJava2, FastAndroidNetworking and PlaceholderView","[""kotlin"",""this"",""architecture"",""mvp"",""repository"",""contains"",""app"",""sample"",""mvp-architecture"",""placeholderview"",""sample-app""]"
"pcevikogullari/AndroidShortcuts","Example app for shortcuts","[""app"",""example"",""shortcuts""]"
"googlearchive/hellomap-android","Quick start with the Google Maps Android API","[""android"",""google-maps"",""api"",""maps""]"
"sh1r0/caffe-android-lib","Porting caffe to android platform","[""android"",""platform"",""caffe"",""android-platform""]"
"liato/android-bankdroid","A swedish banking application for your Android device.","[""android""]"
"EricLi22/AndroidMultiMedia","Streaming media study example","[""media"",""example"",""study""]"
"Splitter/android_packages_apps_apolloMod","ApolloMod is an open source music player based on CyanogenMod's Apollo Music Player and released under the same Apache License. It has many changes to the layout and basic functionality as well as a growing list of new features. ","[""layout"",""apache"",""list"",""open-source"",""apollo"",""player"",""music-player"",""music"",""new""]"
"naman14/Timber","Material Design Music Player","[""material-design"",""material"",""player"",""music-player"",""music"",""design""]"
"EasyDarwin/EasyPusher-Android","免费组件：简单、高效、稳定、免费的一款标准RTSP/RTP协议直播推送库，支持将H.264/H.265/G.711/G.726/AAC等音视频数据推送到RTSP流媒体服务器（例如EasyDarwin）进行低延时直播或者视频通信，支持Windows、Linux、ARM、Android、iOS等平台，EasyPusher配套EasyDarwin流媒体服务器、EasyPlayer RTSP播放器适用于特殊行业的低延时应急指挥需求！ Android迁移到了https://github.com/EasyDarwin/EasyPusher-Android , iOS迁移到了https://github.com/EasyDarwin/EasyPusher-iOS","[]"
"sgolivernet/curso-android-src-as","Código fuente del Curso de Programación Android con Android Studio (www.sgoliver.net)","[""android"",""android-studio""]"
"android10/Android-AOPExample","This is a simple example of Aspect Oriented Programming in Android","[""android"",""this"",""example""]"
"consenlabs/token-core-android","a blockchain private key management library on android","[""android"",""private"",""key"",""private-key"",""library"",""blockchain""]"
"WangShuo1143368701/FFmpegAndroid","最新版ffmpeg3.3-android，并通过CMake方式移植到Android中,并实现编解码，转码，推拉流，滤镜等各种功能","[]"
"meefik/linuxdeploy","Install and run GNU/Linux on Android","[""android""]"
"RohitSurwase/AndroidDesignPatterns","Collection of best code snippets to help everyone to simplify android app development.","[""android"",""app"",""android-app"",""snippets"",""code""]"
"norbsoft/android-typeface-helper","Typeface helper for Android","[""android"",""typeface""]"
"chiuki/advanced-textview","Advanced Android TextView","[""textview"",""android""]"
"jpush/jchat-android","JChat android app. A real app based on JMessage SDK.","[""android"",""app""]"
"leixiaohua1020/simplest_ffmpeg_mobile","ffmpeg examples in Android / IOS / WinPhone","[""ios"",""android"",""ffmpeg""]"
"googlesamples/androidtv-sample-inputs","Sample Channel App (TV Input Service) on Android TV using TIF","[""android"",""android-tv"",""input"",""app"",""sample"",""tv""]"
"nuptboyzhb/AndroidInstantRun","Android Instant Run原理分析","[""android""]"
"florent37/AndroidParallax","Parallax on Android in the simplest way","[""android"",""parallax""]"
"pxb1988/dex2jar","Tools to work with android .dex and java .class files","[""java"",""android"",""tools""]"
"yankai-victor/Loading","Android loading view","[""android"",""view"",""loading"",""loading-view"",""android-loading""]"
"yuxitong/TensorFlowAndroidDemo","TensorFlow android demo 车道线 车辆 人脸 动作 骨架 识别 检测 抽烟 打电话 闭眼 睁眼","[""android"",""tensorflow"",""tensorflow-android"",""demo"",""tensorflow-android-demo""]"
"pangliang/miband-sdk-android","小米手环sdk","[]"
"xingda920813/HelloDaemon","Android 服务保活/常驻 (Android service daemon using JobScheduler)","[""android"",""service"",""daemon""]"
"abramhindle/FillerCreepForAndroid","A Game that Attempts to Demo MVC for Android","[""android"",""game"",""demo"",""mvc""]"
"curioustechizen/android-ago","An Android TextView that always displays an auto refreshing relative time span with respect to a reference time","[""textview"",""android"",""time"",""reference""]"
"pazaan/600SeriesAndroidUploader","Your Medtronic 600-series pump data, direct to Nightscout","[""nightscout""]"
"stormdzh/AndroidCustomView","气泡漂浮动画、波浪动画-贝塞尔曲线实现、波浪动画-正余弦实现、水波雷扩散达效果、按钮自定义动画、自定义支付密码输入框、自定义进度条、带动画的view、粘性小球、bannar、吸顶效果、水波船只气泡动画页面。","[]"
"cwjfeifei/AndroidFileManage","文件管理器","[]"
"wingjay/android-open-source-project-cracking","Analysis for Popular & Hot Android open-source Applications & Libraries will help you grow into a Senior Android developer. Follow us, do practice in the right and fast way. 通过对流行的优质android开源项目分析、学习、仿写，最终理解，不仅帮你掌握最新的android技术，更能让你理解开源项目的精华之处，这些都是你成为一名高级android developer必不可少的。","[""android"",""libraries"",""open-source"",""analysis"",""hot"",""fast""]"
"ksvc/KSYLive_Android","Android播放&推流融合版本[Android Play and LiveStreaming SDK] 直播延时2-3秒（Living delay 2 or 3 seconds），supporting jitter control，software&hardware decode, 支持内置/自定义美颜(Beauty Filter)、美声(Beauty Voice)、软硬编(Software/Hardware Encoder) 、网络自适应(Network Auto Adapt)、混音(Voice Mixer)、混响(Reverb)、画中画(PIP) 、连麦(RTC)、动态贴纸(Sticker)","[""delay""]"
"VinsonGuo/android-kline","Android版K线图和分时图","[]"
"amalChandran/trail-android","🚕 Simple, smooth animation for route / polylines on google maps using projections.","[""google-maps"",""animation"",""maps""]"
"antonkrasov/AndroidProgressLayout","Android View to simplify working with ProgressBar","[""android"",""android-view"",""view"",""progressbar""]"
"RedApparat/Fotoapparat","Making Camera for Android more friendly. 📸","[""android"",""camera""]"
"foolchen/AndroidTracker","Android端无埋点统计方案","[]"
"kprathap23/Android","Android App Samples","[""android"",""app"",""android-app"",""samples""]"
"Agasper/unity-android-notifications","Unity3D Plugin for Android local notifications with example project","[""android"",""notifications"",""unity3d"",""project"",""local"",""plugin"",""example"",""example-project""]"
"ArturVasilov/AndroidSchool","Code samples for Android school from GDG Kazan & e-Legion","[""android"",""samples"",""code""]"
"crashlytics/cannonball-android","Cannonball is the fun way to create and share stories and poems on your phone. This app uses all the features of Fabric for Android.","[""share"",""this"",""app"",""fabric""]"
"dcendents/android-maven-gradle-plugin","Abandoned. This is now supported by the android build plugin: https://developer.android.com/studio/build/maven-publish-plugin","[""android"",""build"",""this"",""android-build""]"
"WanAndroid/AndroidStudioTemplates","Templates for Android Studio","[""android"",""android-studio"",""templates""]"
"git-xuhao/AndroidBaseMvp","🚀一个快速搭建MVP+RxJava2+Retrofit 基础框架,主要是封装有Http网络请求、日志、缓存、加载等待、toast、页面状态布局管理、权限、RxBus、Glide图片加载等组件，方便快速开发新项目、减少开发成本。","[]"
"QuadFlask/colorpicker","🍭color picker for android","[""android"",""picker""]"
"Ramotion/navigation-toolbar-android",":octocat: Navigation toolbar is a slide-modeled UI navigation controller made by @Ramotion","[""toolbar"",""navigation"",""controller"",""ui"",""navigation-controller""]"
"henrymorgen/android-advanced-light","《Android进阶之光》源码","[]"
"Ramotion/android-ui-animation-components-and-libraries","Android UI libraries, components and animations by @ramotion","[""android"",""components"",""animations"",""android-ui"",""ui""]"
"shontauro/android-pulltorefresh-and-loadmore"," android custom listview,with interaction pattern load more and pull to refresh to load data  dinamically","[""android"",""refresh"",""pull-to-refresh"",""load"",""interaction""]"
"3pillarlabs/socialauth-android","SocialAuth repository which contains socialauth android version and samples","[""android"",""android-version"",""version"",""repository"",""contains"",""samples""]"
"Marksss/AndroidAutoSwitcher","AutoSwitchView, a view animating between two items for Android, supports multiple switching animations or you can customize your own strategy of animations. And its child view can be reused.","[""view"",""items"",""animations""]"
"scala-android/sbt-android","An easy-to-use sbt plugin for working with all Android projects","[""android"",""plugin""]"
"ragnraok/android-image-filter","some android image filters","[""android"",""image"",""android-image""]"
"adakoda/android-screen-monitor","Android Screen Monitor","[""android"",""screen"",""monitor"",""android-screen""]"
"lzyzsd/AndroidRandomColor","android random color generator library","[""android"",""random"",""library""]"
"BoD/android-switch-backport","A backport of the SwitchPreference component that was introduced on Android 4 (ICS / level 14).  This port works on Android 2.1+ (Eclair MR1 / level 7).","[""android"",""port"",""this"",""switchpreference"",""component""]"
"douban/rexxar-android","Mobile Hybrid Framework Rexxar Android Container","[""android"",""mobile"",""hybrid"",""framework""]"
